rank,admin1,admin2,wp_low_mean,SAH_State_Type,SAH_State_Date,acronym,governor,political-party,population,SAH,SAH-notes,county-state,SAH-start-date,SAH-end-date,source-URL,NE-bus-sus,start-date,source-URL_1,Pub-school-closed,start-date_1,source-URL_2
406,Georgia,Bibb County,-30.18,Shelter in place,4/3/2020,,Brian Kemp,Republican,152903,,,,,,,,,,,,
407,Florida,Manatee County,-30.17,Stay at home,4/3/2020,,Ron DeSantis,Republican,394387,,,,,,,,,,,,
407,Louisiana,Plaquemines Parish,-30.17,Stay at home,3/23/2020,,John Bel Edwards,Democratic,23385,,,,,,,,,,,,
408,Connecticut,Hartford County,-30.14,Stay at home,3/23/2020,CT,Ned Lamont,Democratic,892580,,"stat safe, stay home",,,,,,,,,,
408,Connecticut,Middlesex County,-30.14,Stay at home,3/23/2020,,Ned Lamont,Democratic,162870,,,,,,,,,,,,
409,Indiana,Hendricks County,-30.12,Stay at home,3/24/2020,,Eric Holcomb,Republican,166908,,,,,,,,,,,,
409,Tennessee,Claiborne County,-30.12,Stay at home,3/31/2020,,Bill Lee,Republican,31850,,,,,,,,,,,,
410,Tennessee,McMinn County,-30.11,Stay at home,3/31/2020,,Bill Lee,Republican,53336,,,,,,,,,,,,
411,Minnesota,Sherburne County,-30.09,Stay at home,3/27/2020,,Tim Walz,Democratic,95957,,,,,,,,,,,,
412,Maryland,Garrett County,-30.07,Stay at home,3/30/2020,,Larry Hogan,Republican,29133,,,,,,,,,,,,
412,Pennsylvania,Franklin County,-30.07,Stay at home,4/1/2020,,Tom Wolf,Democratic,154579,,,,,,,,,,,,
413,Florida,Wakulla County,-30.06,Stay at home,4/3/2020,,Ron DeSantis,Republican,32413,,,,,,,,,,,,
413,Texas,Wilson County,-30.06,Stay at home,4/2/2020,,Greg Abbott,Republican,50196,,,,,,,,,,,,
414,California,El Dorado County,-30,Stay at home,3/19/2020,CA,Gavin Newsom,Democratic,190746,Yes,,,,,,,,,Yes,3/16/2020,https://edsource.org/2020/california-k-12-schools-closed-due-to-the-coronavirus/624984
414,Connecticut,New London County,-30,Stay at home,3/23/2020,,Ned Lamont,Democratic,266285,,,,,,,,,,,,
414,Minnesota,Clay County,-30,Stay at home,3/27/2020,,Tim Walz,Democratic,64017,,,,,,,,,,,,
414,Mississippi,Calhoun County,-30,Shelter in place,4/3/2020,,Tate Reeves,Republican,14432,,,,,,,,,,,,
414,Mississippi,Webster County,-30,Shelter in place,4/3/2020,,Tate Reeves,Republican,9788,,,,,,,,,,,,
414,New York,Dutchess County,-30,Stay at home,3/22/2020,,Andrew Cuomo,Democratic,293939,,,,,,,,,,,,
414,Ohio,Clermont County,-30,Stay at home,3/23/2020,,Richard Michael DeWine,Republican,205526,,,,,,,,,,,,
414,Ohio,Greene County,-30,Stay at home,3/23/2020,,Richard Michael DeWine,Republican,167446,,,,,,,,,,,,
414,Virginia,Fluvanna County,-30,Stay at home,3/30/2020,,Ralph Northam,Democratic,26898,,,,,,,,,,,,
414,Virginia,Madison County,-30,Stay at home,3/30/2020,,Ralph Northam,Democratic,13248,,,,,,,,,,,,
414,Virginia,Norfolk,-30,Stay at home,3/30/2020,,Ralph Northam,Democratic,,,,,,,,,,,,,
414,Washington,Benton County,-30,Stay at home,3/23/2020,,Jay Inslee,Democratic,201286,,,,,,,,,,,,
414,Wisconsin,Iowa County,-30,Stay at home,3/25/2020,,Tony Evers,Democratic,23722,,,,,,,,,,,,
415,Tennessee,Montgomery County,-29.93,Stay at home,3/31/2020,,Bill Lee,Republican,205312,,,,,,,,,,,,
416,Kentucky,Spencer County,-29.9,Healthy at home,3/26/2020,,Andy Beshear,Democratic,19021,,,,,,,,,,,,
417,Tennessee,Henderson County,-29.89,Stay at home,3/31/2020,,Bill Lee,Republican,27983,,,,,,,,,,,,
418,Pennsylvania,Montour County,-29.87,Stay at home,4/1/2020,,Tom Wolf,Democratic,18240,,,,,,,,,,,,
419,Indiana,Lake County,-29.86,Stay at home,3/24/2020,IN,Eric Holcomb,Republican,484440,,,,,,,,,,,,
420,North Carolina,Cumberland County,-29.85,Stay at home,3/30/2020,,Roy Cooper,Democratic,333430,,,,,,,,,,,,
421,Georgia,Lanier County,-29.84,Shelter in place,4/3/2020,,Brian Kemp,Republican,10355,,,,,,,,,,,,
422,South Carolina,Pickens County,-29.81,Stay at home ,4/7/2020,,Henry McMaster,Republican,125225,,,,,,,,,,,,
423,Kentucky,Shelby County,-29.8,Healthy at home,3/26/2020,,Andy Beshear,Democratic,48059,,,,,,,,,,,,
423,Mississippi,Yalobusha County,-29.8,Shelter in place,4/3/2020,,Tate Reeves,Republican,12361,,,,,,,,,,,,
423,South Carolina,Spartanburg County,-29.8,Stay at home ,4/7/2020,,Henry McMaster,Republican,314137,,,,,,,,,,,,
424,Florida,St. Lucie County,-29.78,Stay at home,4/3/2020,,Ron DeSantis,Republican,320425,,,,,,,,,,,,
425,Virginia,Newport News,-29.77,Stay at home,3/30/2020,,Ralph Northam,Democratic,,,,,,,,,,,,,
426,Indiana,Johnson County,-29.75,Stay at home,3/24/2020,,Eric Holcomb,Republican,156093,,,,,,,,,,,,
427,Alabama,Calhoun County,-29.71,Stay at home,4/4/2020,,Kay Ivey,Republican,114331,,,,,,,,,,,,
427,South Carolina,Anderson County,-29.71,Stay at home ,4/7/2020,,Henry McMaster,Republican,200292,,,,,,,,,,,,
428,Minnesota,Blue Earth County,-29.7,Stay at home,3/27/2020,,Tim Walz,Democratic,67378,,,,,,,,,,,,
429,North Carolina,New Hanover County,-29.69,Stay at home,3/30/2020,,Roy Cooper,Democratic,232256,,,,,,,,,,,,
430,Arizona,Navajo County,-29.67,Stay at home,3/31/2020,,Doug Ducey,Republican,110242,,,,,,,,,,,,
430,Montana,Lake County,-29.67,Stay at home,3/28/2020,,Steve Bullock,Democratic,30220,,,,,,,,,,,,
430,Pennsylvania,Venango County,-29.67,Stay at home,4/1/2020,,Tom Wolf,Democratic,51201,,,,,,,,,,,,
431,Georgia,Pike County,-29.65,Shelter in place,4/3/2020,,Brian Kemp,Republican,18647,,,,,,,,,,,,
432,Michigan,Houghton County,-29.62,Stay at home,3/24/2020,,Gretchen Whitmer,Democratic,35943,,,,,,,,,,,,
433,Texas,Wise County,-29.59,Stay at home,4/2/2020,,Greg Abbott,Republican,68284,,,,,,,,,,,,
434,Ohio,Geauga County,-29.57,Stay at home,3/23/2020,,Richard Michael DeWine,Republican,93945,,,,,,,,,,,,
434,Oregon,Clackamas County,-29.57,Stay at home,3/23/2020,,Kate Brown,Democratic,415416,,,,,,,,,,,,
435,Kentucky,Hardin County,-29.56,Healthy at home,3/26/2020,,Andy Beshear,Democratic,110279,,,,,,,,,,,,
436,Virginia,Botetourt County,-29.54,Stay at home,3/30/2020,,Ralph Northam,Democratic,33352,,,,,,,,,,,,
437,Mississippi,Pearl River County,-29.53,Shelter in place,4/3/2020,,Tate Reeves,Republican,55323,,,,,,,,,,,,
438,Illinois,St. Clair County,-29.5,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,261360,,,,,,,,,,,,
438,Massachusetts,Berkshire County,-29.5,Stay at home advisory,3/24/2020,,Charles D. Baker,Republican,125901,,,,,,,,,,,,
438,Oregon,Hood River County,-29.5,Stay at home,3/23/2020,,Kate Brown,Democratic,23267,,,,,,,,,,,,
438,Washington,Spokane County,-29.5,Stay at home,3/23/2020,,Jay Inslee,Democratic,513603,,,,,,,,,,,,
438,Wisconsin,Brown County,-29.5,Stay at home,3/25/2020,,Tony Evers,Democratic,263165,,,,,,,,,,,,
439,Mississippi,Hinds County,-29.47,Shelter in place,4/3/2020,MS,Tate Reeves,Republican,235824,Yes,shelter in place,,4/3/2020,4/27/2020,https://www.sos.ms.gov/Education-Publications/ExecutiveOrders/1466.pdf,,,,,,
439,Pennsylvania,Northumberland County,-29.47,Stay at home,4/1/2020,,Tom Wolf,Democratic,91080,,,,,,,,,,,,
439,Texas,Bandera County,-29.47,Stay at home,4/2/2020,,Greg Abbott,Republican,22792,,,,,,,,,,,,
440,Virginia,Amelia County,-29.46,Stay at home,3/30/2020,,Ralph Northam,Democratic,13057,,,,,,,,,,,,
441,Connecticut,New Haven County,-29.43,Stay at home,3/23/2020,,Ned Lamont,Democratic,856971,,,,,,,,,,,,
441,Tennessee,Robertson County,-29.43,Stay at home,3/31/2020,,Bill Lee,Republican,71179,,,,,,,,,,,,
441,Washington,Clark County,-29.43,Stay at home,3/23/2020,,Jay Inslee,Democratic,481427,,,,,,,,,,,,
442,Georgia,Effingham County,-29.41,Shelter in place,4/3/2020,,Brian Kemp,Republican,62228,,,,,,,,,,,,
442,Texas,Lubbock County,-29.41,Stay at home,4/2/2020,,Greg Abbott,Republican,307627,,,,,,,,,,,,
442,Texas,Randall County,-29.41,Stay at home,4/2/2020,,Greg Abbott,Republican,135691,,,,,,,,,,,,
443,New York,Essex County,-29.4,Stay at home,3/22/2020,,Andrew Cuomo,Democratic,37288,,,,,,,,,,,,
444,Alabama,Blount County,-29.39,Stay at home,4/4/2020,,Kay Ivey,Republican,57771,,,,,,,,,,,,
445,Michigan,Eaton County,-29.38,Stay at home,3/24/2020,,Gretchen Whitmer,Democratic,109710,,,,,,,,,,,,
445,Mississippi,Lowndes County,-29.38,Shelter in place,4/3/2020,,Tate Reeves,Republican,58760,,,,,,,,,,,,
445,Missouri,Miller County,-29.38,Stay at home,4/6/2020,,Mike Parson,Republican,25315,,,,,,,,,,,,
445,Wisconsin,Outagamie County,-29.38,Stay at home,3/25/2020,,Tony Evers,Democratic,186879,,,,,,,,,,,,
446,Montana,Silver Bow County,-29.33,Stay at home,3/28/2020,,Steve Bullock,Democratic,34739,,,,,,,,,,,,
446,Wisconsin,Portage County,-29.33,Stay at home,3/25/2020,,Tony Evers,Democratic,70850,,,,,,,,,,,,
447,Georgia,Camden County,-29.31,Shelter in place,4/3/2020,,Brian Kemp,Republican,53651,,,,,,,,,,,,
447,Virginia,Winchester,-29.31,Stay at home,3/30/2020,,Ralph Northam,Democratic,,,,,,,,,,,,,
448,South Carolina,Calhoun County,-29.3,Stay at home ,4/7/2020,,Henry McMaster,Republican,14563,,,,,,,,,,,,
449,Alabama,Russell County,-29.28,Stay at home,4/4/2020,,Kay Ivey,Republican,57784,,,,,,,,,,,,
450,Pennsylvania,Huntingdon County,-29.25,Stay at home,4/1/2020,,Tom Wolf,Democratic,45395,,,,,,,,,,,,
451,Alaska,Fairbanks North Star,-29.2,Stay at home,3/28/2020,,Mike Dunleavy,Republican,,,,,,,,,,,,,
451,Minnesota,Nicollet County,-29.2,Stay at home,3/27/2020,,Tim Walz,Democratic,34199,,,,,,,,,,,,
451,New Hampshire,Belknap County,-29.2,Stay at home,3/27/2020,,Chris Sununu,Republican,61145,,,,,,,,,,,,
451,Tennessee,Shelby County,-29.2,Stay at home,3/31/2020,TN,Bill Lee,Republican,936365,Yes,SAH,,3/31/2020,4/30/2020,https://www.washingtonpost.com/health/2020/04/06/coronavirus-stay-at-home-by-state/#tennessee,Yes,3/31/2020,https://fox17.com/news/local/tennessee-governor-bill-lee-issues-stay-at-home-order,Yes,3/13/2020,http://www.scsk12.org/coronavirusfacts/
452,Texas,Yoakum County,-29.18,Stay at home,4/2/2020,,Greg Abbott,Republican,8590,,,,,,,,,,,,
453,Florida,Santa Rosa County,-29.17,Stay at home,4/3/2020,,Ron DeSantis,Republican,179295,,,,,,,,,,,,
454,Missouri,Stone County,-29.15,Stay at home,4/6/2020,,Mike Parson,Republican,31701,,,,,,,,,,,,
455,Ohio,Medina County,-29.14,Stay at home,3/23/2020,,Richard Michael DeWine,Republican,178978,,,,,,,,,,,,
455,Virginia,Harrisonburg,-29.14,Stay at home,3/30/2020,,Ralph Northam,Democratic,,,,,,,,,,,,,
456,Indiana,Dearborn County,-29.12,Stay at home,3/24/2020,,Eric Holcomb,Republican,49482,,,,,,,,,,,,
456,Maine,Somerset County,-29.12,Stay at home,4/2/2020,,Janet T. Mills,Democratic,50489,,,,,,,,,,,,
456,Texas,Nueces County,-29.12,Stay at home,4/2/2020,,Greg Abbott,Republican,362026,,,,,,,,,,,,
457,Kentucky,Calloway County,-29.11,Healthy at home,3/26/2020,,Andy Beshear,Democratic,38964,,,,,,,,,,,,
458,Missouri,Phelps County,-29.1,Stay at home,4/6/2020,,Mike Parson,Republican,44551,,,,,,,,,,,,
459,Ohio,Athens County,-29.07,Stay at home,3/23/2020,,Richard Michael DeWine,Republican,65519,,,,,,,,,,,,
460,Florida,Union County,-29.06,Stay at home,4/3/2020,,Ron DeSantis,Republican,15328,,,,,,,,,,,,
460,Georgia,Bartow County,-29.06,Shelter in place,4/3/2020,,Brian Kemp,Republican,106378,,,,,,,,,,,,
461,Alabama,Lauderdale County,-29,Stay at home,4/4/2020,,Kay Ivey,Republican,92604,,,,,,,,,,,,
461,California,Santa Barbara County,-29,Stay at home,3/19/2020,CA,Gavin Newsom,Democratic,445780,Yes,,same,3/19/2020,5/1/2020,https://www.kqed.org/science/1959566/california-gov-gavin-newsom-orders-state-to-shelter-in-place,,,,Yes,3/18/2020,https://edsource.org/2020/california-k-12-schools-closed-due-to-the-coronavirus/624984
461,Florida,Nassau County,-29,Stay at home,4/3/2020,,Ron DeSantis,Republican,85936,,,,,,,,,,,,
461,Massachusetts,Bristol County,-29,Stay at home advisory,3/24/2020,,Charles D. Baker,Republican,564092,,,,,,,,,,,,
461,New York,Warren County,-29,Stay at home,3/22/2020,,Andrew Cuomo,Democratic,64215,,,,,,,,,,,,
462,South Carolina,Oconee County,-28.95,Stay at home ,4/7/2020,,Henry McMaster,Republican,78307,,,,,,,,,,,,
463,Alabama,Pickens County,-28.94,Stay at home,4/4/2020,,Kay Ivey,Republican,19980,,,,,,,,,,,,
463,Florida,Okaloosa County,-28.94,Stay at home,4/3/2020,,Ron DeSantis,Republican,206934,,,,,,,,,,,,
463,Mississippi,Warren County,-28.94,Shelter in place,4/3/2020,,Tate Reeves,Republican,46093,,,,,,,,,,,,
464,Maryland,Somerset County,-28.93,Stay at home,3/30/2020,MD,Larry Hogan,Republican,25606,,,,,,,,,,,,
465,North Carolina,Moore County,-28.92,Stay at home,3/30/2020,,Roy Cooper,Democratic,98805,,,,,,,,,,,,
465,South Carolina,McCormick County,-28.92,Stay at home ,4/7/2020,SC,Henry McMaster,Republican,9408,Yes,,,4/7/2020,4/20/2020,https://governor.sc.gov/sites/default/files/Documents/Executive-Orders/2020-04-20%20eFILED%20Executive%20Order%20No.%202020-28%20-%20Modification%20of%20Restrictions%20for%20Public%20Beaches%20%26%20Waters%20%26%20Incremental%20Modification%20of%20Non-Essential%20Business%20Closures.pdf,,,,,,
466,Texas,Duval County,-28.9,Stay at home,4/2/2020,,Greg Abbott,Republican,11147,,,,,,,,,,,,
467,Hawaii,Honolulu County,-28.89,Stay at home,3/25/2020,HI,David Ige,Democratic,979858,Yes,PX,,3/20/2020,5/31/2020,https://news.yahoo.com/hawaii-wont-reopen-anytime-soon-164707821.html,,,,,,
467,Texas,Burnet County,-28.89,Stay at home,4/2/2020,,Greg Abbott,Republican,47344,,,,,,,,,,,,
468,Mississippi,Holmes County,-28.88,Shelter in place,4/3/2020,,Tate Reeves,Republican,17444,,,,,,,,,,,,
468,New Mexico,McKinley County,-28.88,Stay at home,3/24/2020,,Michelle Lujan Grisham,Democratic,71911,,,,,,,,,,,,
469,Missouri,Warren County,-28.85,Stay at home,4/6/2020,,Mike Parson,Republican,34766,,,,,,,,,,,,
470,New York,Orange County,-28.83,Stay at home,3/22/2020,,Andrew Cuomo,Democratic,382126,,,,,,,,,,,,
470,North Carolina,Clay County,-28.83,Stay at home,3/30/2020,,Roy Cooper,Democratic,11124,,,,,,,,,,,,
470,Ohio,Monroe County,-28.83,Stay at home,3/23/2020,OH,Richard Michael DeWine,Republican,13787,,,,,,,,,,,,
470,South Carolina,Fairfield County,-28.83,Stay at home ,4/7/2020,,Henry McMaster,Republican,22376,,,,,,,,,,,,
471,Minnesota,Steele County,-28.8,Stay at home,3/27/2020,,Tim Walz,Democratic,36738,,,,,,,,,,,,
472,Kansas,Wyandotte County,-28.79,Stay at home,3/30/2020,,Laura Kelly,Democratic,165321,,,,,,,,,,,,
473,Mississippi,Rankin County,-28.76,Shelter in place,4/3/2020,,Tate Reeves,Republican,154250,,,,,,,,,,,,
473,Texas,San Jacinto County,-28.76,Stay at home,4/2/2020,,Greg Abbott,Republican,28717,,,,,,,,,,,,
474,Alabama,Butler County,-28.75,Stay at home,4/4/2020,,Kay Ivey,Republican,19631,,,,,,,,,,,,
474,Illinois,Grundy County,-28.75,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,50973,,,,,,,,,,,,
474,Indiana,Brown County,-28.75,Stay at home,3/24/2020,,Eric Holcomb,Republican,15230,,,,,,,,,,,,
474,Indiana,Marion County,-28.75,Stay at home,3/24/2020,IN,Eric Holcomb,Republican,958700,,,,,,,,,,,,
474,Michigan,Kent County,-28.75,Stay at home,3/24/2020,,Gretchen Whitmer,Democratic,653350,,,,,,,,,,,,
474,New Jersey,Cape May County,-28.75,Stay at home,3/21/2020,NJ,Phil Murphy,Democratic,92446,Yes,Stay at home,same,3/21/2020,,https://nj.gov/infobank/eo/056murphy/approved/eo_archive.html,Yes,3/21/2020,https://www.co.bergen.nj.us/images/About_Bergen_County/Public_Notices/Summary_of_EO_107_and_EO_108.pdf,Yes,3/21/2020,https://www.co.bergen.nj.us/images/About_Bergen_County/Public_Notices/Summary_of_EO_107_and_EO_108.pdf
475,Pennsylvania,Potter County,-28.73,Stay at home,4/1/2020,,Tom Wolf,Democratic,16623,,,,,,,,,,,,
476,Georgia,Jackson County,-28.72,Shelter in place,4/3/2020,,Brian Kemp,Republican,70325,,,,,,,,,,,,
477,Kansas,Sedgwick County,-28.71,Stay at home,3/30/2020,KS,Laura Kelly,Democratic,513484,Yes,,,3/24/2020,5/3/2020,https://www.kwch.com/content/news/Gov-Laura-Kelly-expands-testing-criteria-sticks-with-stay-at-home-order-for-now-569827071.html,Yes,3/24/2020,https://www.kwch.com/content/news/New-projection-indicates-possible-time-frame-for-reopening-KS-businesses-569802151.html,Yes,,https://www.kwch.com/content/news/New-projection-indicates-possible-time-frame-for-reopening-KS-businesses-569802151.html
477,Virginia,Warren County,-28.71,Stay at home,3/30/2020,,Ralph Northam,Democratic,40006,,,,,,,,,,,,
478,Missouri,Camden County,-28.7,Stay at home,4/6/2020,,Mike Parson,Republican,45913,,,,,,,,,,,,
479,Kansas,Shawnee County,-28.69,Stay at home,3/30/2020,,Laura Kelly,Democratic,177290,,,,,,,,,,,,
480,Kentucky,Boyle County,-28.67,Healthy at home,3/26/2020,,Andy Beshear,Democratic,30082,,,,,,,,,,,,
480,Kentucky,Clark County,-28.67,Healthy at home,3/26/2020,,Andy Beshear,Democratic,36180,,,,,,,,,,,,
480,Kentucky,Henry County,-28.67,Healthy at home,3/26/2020,,Andy Beshear,Democratic,16061,,,,,,,,,,,,
481,Georgia,Lamar County,-28.65,Shelter in place,4/3/2020,,Brian Kemp,Republican,18961,,,,,,,,,,,,
482,Michigan,Genesee County,-28.62,Stay at home,3/24/2020,,Gretchen Whitmer,Democratic,406688,,,,,,,,,,,,
482,Wisconsin,Washington County,-28.62,Stay at home,3/25/2020,,Tony Evers,Democratic,135445,,,,,,,,,,,,
483,New York,Niagara County,-28.6,Stay at home,3/22/2020,,Andrew Cuomo,Democratic,210060,,,,,,,,,,,,
484,Alabama,Mobile County,-28.59,Stay at home,4/4/2020,AL,Kay Ivey,Republican,413908,Yes,,,4/4/2020,4/30/2020,https://governor.alabama.gov/assets/2020/04/Final-Statewide-Order-4.3.2020.pdf,,,,,,
484,Georgia,Peach County,-28.59,Shelter in place,4/3/2020,,Brian Kemp,Republican,27363,,,,,,,,,,,,
485,Maryland,Allegany County,-28.57,Stay at home,3/30/2020,,Larry Hogan,Republican,70941,,,,,,,,,,,,
485,Ohio,Summit County,-28.57,Stay at home,3/23/2020,,Richard Michael DeWine,Republican,541353,,,,,,,,,,,,
486,Illinois,Madison County,-28.5,Stay at home,3/21/2020,,J.B. Pritzker,Democratic,264026,,,,,,,,,,,,
486,Michigan,Grand Traverse County,-28.5,Stay at home,3/24/2020,,Gretchen Whitmer,Democratic,92530,,,,,,,,,,,,
486,Minnesota,Goodhue County,-28.5,Stay at home,3/27/2020,,Tim Walz,Democratic,46299,,,,,,,,,,,,
486,Minnesota,Rice County,-28.5,Stay at home,3/27/2020,,Tim Walz,Democratic,66566,,,,,,,,,,,,
486,Missouri,Ray County,-28.5,Stay at home,4/6/2020,,Mike Parson,Republican,22945,,,,,,,,,,,,
486,New York,Suffolk County,-28.5,Stay at home,3/22/2020,,Andrew Cuomo,Democratic,1480830,,,,,,,,,,,,
486,Washington,Whitman County,-28.5,Stay at home,3/23/2020,,Jay Inslee,Democratic,49683,,,,,,,,,,,,
487,Montana,Big Horn County,-28.45,Stay at home,3/28/2020,,Steve Bullock,Democratic,13365,,,,,,,,,,,,
488,Georgia,Union County,-28.44,Shelter in place,4/3/2020,,Brian Kemp,Republican,23905,,,,,,,,,,,,
488,Mississippi,Lamar County,-28.44,Shelter in place,4/3/2020,,Tate Reeves,Republican,62637,,,,,,,,,,,,
488,Missouri,Morgan County,-28.44,Stay at home,4/6/2020,,Mike Parson,Republican,20414,,,,,,,,,,,,
489,Missouri,Ste. Genevieve County,-28.4,Stay at home,4/6/2020,,Mike Parson,Republican,17877,,,,,,,,,,,,
489,South Carolina,Clarendon County,-28.4,Stay at home ,4/7/2020,,Henry McMaster,Republican,33742,,,,,,,,,,,,
490,Michigan,Chippewa County,-28.38,Stay at home,3/24/2020,,Gretchen Whitmer,Democratic,37461,,,,,,,,,,,,
490,Wisconsin,Pierce County,-28.38,Stay at home,3/25/2020,,Tony Evers,Democratic,42592,,,,,,,,,,,,
491,Virginia,Culpeper County,-28.36,Stay at home,3/30/2020,,Ralph Northam,Democratic,51795,,,,,,,,,,,,
492,California,Orange County,-28.33,Stay at home,3/19/2020,CA,Gavin Newsom,Democratic,3175973,Yes,,,,,,,,,Yes,3/16/2020,https://edsource.org/2020/california-k-12-schools-closed-due-to-the-coronavirus/624984
493,Kansas,Miami County,-28.29,Stay at home,3/30/2020,,Laura Kelly,Democratic,33737,,,,,,,,,,,,
493,South Carolina,Sumter County,-28.29,Stay at home ,4/7/2020,,Henry McMaster,Republican,106409,,,,,,,,,,,,
494,Georgia,Liberty County,-28.28,Shelter in place,4/3/2020,,Brian Kemp,Republican,60606,,,,,,,,,,,,
495,Kentucky,Woodford County,-28.27,Healthy at home,3/26/2020,,Andy Beshear,Democratic,26491,,,,,,,,,,,,
496,California,Nevada County,-28.25,Stay at home,3/19/2020,CA,Gavin Newsom,Democratic,99508,,,,,,,,,,,,
497,Alabama,Pike County,-28.24,Stay at home,4/4/2020,,Kay Ivey,Republican,33242,,,,,,,,,,,,
498,Virginia,Portsmouth,-28.23,Stay at home,3/30/2020,,Ralph Northam,Democratic,,,,,,,,,,,,,
499,Minnesota,Hubbard County,-28.22,Stay at home,3/27/2020,,Tim Walz,Democratic,21291,,,,,,,,,,,,
500,Colorado,Mesa County,-28.2,Stay at home,3/26/2020,,Jared Polis,Democratic,152951,,,,,,,,,,,,
500,Missouri,Audrain County,-28.2,Stay at home,4/6/2020,,Mike Parson,Republican,25423,,,,,,,,,,,,
500,Tennessee,Dickson County,-28.2,Stay at home,3/31/2020,,Bill Lee,Republican,53446,,,,,,,,,,,,
501,Texas,Smith County,-28.18,Stay at home,4/2/2020,,Greg Abbott,Republican,229749,,,,,,,,,,,,
502,Virginia,Nelson County,-28.16,Stay at home,3/30/2020,,Ralph Northam,Democratic,14862,,,,,,,,,,,,
503,Missouri,Clinton County,-28.15,Stay at home,4/6/2020,,Mike Parson,Republican,20435,,,,,,,,,,,,
504,Kentucky,Letcher County,-28.14,Healthy at home,3/26/2020,,Andy Beshear,Democratic,21813,,,,,,,,,,,,
505,Alabama,Etowah County,-28.12,Stay at home,4/4/2020,,Kay Ivey,Republican,102611,,,,,,,,,,,,
505,Florida,Citrus County,-28.12,Stay at home,4/3/2020,,Ron DeSantis,Republican,147682,,,,,,,,,,,,
505,Michigan,Kalamazoo County,-28.12,Stay at home,3/24/2020,,Gretchen Whitmer,Democratic,264680,,,,,,,,,,,,
505,New Mexico,Cibola County,-28.12,Stay at home,3/24/2020,,Michelle Lujan Grisham,Democratic,26766,,,,,,,,,,,,
505,New Mexico,San Juan County,-28.12,Stay at home,3/24/2020,,Michelle Lujan Grisham,Democratic,125499,,,,,,,,,,,,
506,Hawaii,Kauai County,-28.11,Stay at home,3/25/2020,HI,David Ige,Democratic,72168,Yes,PX,,3/20/2020,5/31/2020,https://news.yahoo.com/hawaii-wont-reopen-anytime-soon-164707821.html,,,,,,
506,Minnesota,Aitkin County,-28.11,Stay at home,3/27/2020,,Tim Walz,Democratic,15887,,,,,,,,,,,,
507,Pennsylvania,Jefferson County,-28.07,Stay at home,4/1/2020,,Tom Wolf,Democratic,43614,,,,,,,,,,,,
507,Texas,Sabine County,-28.07,Stay at home,4/2/2020,,Greg Abbott,Republican,10576,,,,,,,,,,,,
508,Alabama,Greene County,-28.06,Stay at home,4/4/2020,AL,Kay Ivey,Republican,8209,Yes,,,4/6/2020,4/30/2020,https://governor.alabama.gov/assets/2020/04/Final-Statewide-Order-4.3.2020.pdf,,,,,,
